,text,labels_0,labels_1,labels_2,labels_3,labels_4,labels_5,labels_6,labels_7,labels_8,labels_9,labels_10,labels_11,labels_12,labels_13,labels_14,labels_15
190,Bier wird zwischenzeitlich warm.,"('FOOD', 'NEGATIVE', 'Bier')",,,,,,,,,,,,,,,
191,Bier wird zwischenzeitlich warm.,,,,,,,,,,,,,,,,
192,"Bifteki nicht gefüllt, aber dafür mit guter Schafskäse Sauce, Lammmediallions zäh und doch eher trocken.","('FOOD', 'NEGATIVE', 'Lammmediallions')","('FOOD', 'NEGATIVE', 'Bifteki')","('FOOD', 'POSITIVE', 'Schafskäse Sauce')",,,,,,,,,,,,,
193,"Bifteki nicht gefüllt, aber dafür mit guter Schafskäse Sauce, Lammmediallions zäh und doch eher trocken.",,,,,,,,,,,,,,,,
194,Bin total enttäuscht dieses Restaurant zu so einen besonderen Tag rausgesucht zu haben.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')",,,,,,,,,,,,,,,
195,Bin total enttäuscht dieses Restaurant zu so einen besonderen Tag rausgesucht zu haben.,,,,,,,,,,,,,,,,
196,"Bis Pasta fertig ist, ist das Bier endgültig warm.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
197,"Bis Pasta fertig ist, ist das Bier endgültig warm.",,,,,,,,,,,,,,,,
198,"Bis endlich die Rechnung kam, dauerte es wieder ca.30min.","('SERVICE', 'NEGATIVE', 'Rechnung')",,,,,,,,,,,,,,,
199,"Bis endlich die Rechnung kam, dauerte es wieder ca.30min.",,,,,,,,,,,,,,,,
200,Brandy rundeten diesen einmaligen Abend ab.,"('FOOD', 'POSITIVE', 'Brandy')",,,,,,,,,,,,,,,
201,Brandy rundeten diesen einmaligen Abend ab.,,,,,,,,,,,,,,,,
202,Bratkartoffeln waren etwas arg hell ind die Zwiebeln auf dem Rostbraten etwas arg dunkel… aber ansonsten ein ordentliches Lokal im Herzen von LOC,"('FOOD', 'NEGATIVE', 'Bratkartoffeln')","('FOOD', 'NEGATIVE', 'Zwiebeln')","('GENERAL-IMPRESSION', 'POSITIVE', 'Lokal')",,,,,,,,,,,,,
203,Bratkartoffeln waren etwas arg hell ind die Zwiebeln auf dem Rostbraten etwas arg dunkel… aber ansonsten ein ordentliches Lokal im Herzen von LOC,,,,,,,,,,,,,,,,
204,"Bravo, wir kommen gerne wieder","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
205,"Bravo, wir kommen gerne wieder",,,,,,,,,,,,,,,,
206,"Carpaccio ein Traum 😍 Leider war bei einem Steak der Gargrad falsch, darf eigentlich nicht passieren in so einem Haus.","('FOOD', 'POSITIVE', 'Carpaccio')","('FOOD', 'NEGATIVE', 'Steak')",,,,,,,,,,,,,,
207,"Carpaccio ein Traum 😍 Leider war bei einem Steak der Gargrad falsch, darf eigentlich nicht passieren in so einem Haus.",,,,,,,,,,,,,,,,
208,"Da gibt es in LOC diverse Restaurants, wo es besser schmeckt und sich als Gast auch wohlfühlen kann.","('AMBIENCE', 'NEGATIVE', 'NULL')","('FOOD', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,
209,"Da gibt es in LOC diverse Restaurants, wo es besser schmeckt und sich als Gast auch wohlfühlen kann.",,,,,,,,,,,,,,,,
210,Da gibt es überhaupt nichts zu meckern.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
211,Da gibt es überhaupt nichts zu meckern.,,,,,,,,,,,,,,,,
212,Da kann auch der Service für unsere 50-köpfige Truppe noch so verbesserungswürdig sein ...,"('SERVICE', 'NEGATIVE', 'Service')",,,,,,,,,,,,,,,
213,Da kann auch der Service für unsere 50-köpfige Truppe noch so verbesserungswürdig sein ...,,,,,,,,,,,,,,,,
214,Da passt das unverschämte Servicepersonal ideal dazu.,"('SERVICE', 'NEGATIVE', 'Servicepersonal')",,,,,,,,,,,,,,,
215,Da passt das unverschämte Servicepersonal ideal dazu.,,,,,,,,,,,,,,,,
216,"Da war dann immer noch ordentlich Salz drin, aber es war essbar.","('FOOD', 'NEUTRAL', 'NULL')",,,,,,,,,,,,,,,
217,"Da war dann immer noch ordentlich Salz drin, aber es war essbar.",,,,,,,,,,,,,,,,
218,Dafür ist die Auswahl an Getränken sehr ordentlich.,"('FOOD', 'POSITIVE', 'Auswahl an Getränken')",,,,,,,,,,,,,,,
219,Dafür ist die Auswahl an Getränken sehr ordentlich.,,,,,,,,,,,,,,,,
220,Danach ging allerdings alles im Schneckentempo.,"('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
221,Danach ging allerdings alles im Schneckentempo.,,,,,,,,,,,,,,,,
222,Dank Lena haben wir den ersten Abend in LOC sehr genossen!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
223,Dank Lena haben wir den ersten Abend in LOC sehr genossen!,,,,,,,,,,,,,,,,
224,Danke für die tolle Zeit bei Euch!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
225,Danke für die tolle Zeit bei Euch!,,,,,,,,,,,,,,,,
226,"Dann LOC Knipp - Knipp, Gurken und Apfelmus fein, kann man nicht viel falsch machen.","('FOOD', 'POSITIVE', 'Gurken')","('FOOD', 'POSITIVE', 'Apfelmus')",,,,,,,,,,,,,,
227,"Dann LOC Knipp - Knipp, Gurken und Apfelmus fein, kann man nicht viel falsch machen.",,,,,,,,,,,,,,,,
228,"Dann war leider auch noch mein Schwertfisch nicht essbar, weil noch roh ( damit meine ich nicht glasig, sondern wirklich noch komplett roh auf einer Seite) und musste reklamiert werden.","('FOOD', 'NEGATIVE', 'Schwertfisch')",,,,,,,,,,,,,,,
229,"Dann war leider auch noch mein Schwertfisch nicht essbar, weil noch roh ( damit meine ich nicht glasig, sondern wirklich noch komplett roh auf einer Seite) und musste reklamiert werden.",,,,,,,,,,,,,,,,
230,"Darauf angesprochen meint der „Oberkellner“ nur: „Ich habe alles bestellt, ich bin aus dem Schneider.","('SERVICE', 'NEGATIVE', 'Oberkellner')",,,,,,,,,,,,,,,
231,"Darauf angesprochen meint der „Oberkellner“ nur: „Ich habe alles bestellt, ich bin aus dem Schneider.",,,,,,,,,,,,,,,,
232,"Daraufhin hat sie mich angepamt, ich würde an einem Tisch sitzen der gesperrt sei.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
233,"Daraufhin hat sie mich angepamt, ich würde an einem Tisch sitzen der gesperrt sei.",,,,,,,,,,,,,,,,
234,Das Abendmenü hat uns sehr überzeugt und wir haben noch einen passenden Rotwein für den Hauptgang bestellt.,"('FOOD', 'POSITIVE', 'Abendmenü')",,,,,,,,,,,,,,,
235,Das Abendmenü hat uns sehr überzeugt und wir haben noch einen passenden Rotwein für den Hauptgang bestellt.,,,,,,,,,,,,,,,,
236,"Das Ambiente ist charmant, das Essen köstlich und das Personal freundlich.","('AMBIENCE', 'POSITIVE', 'Ambiente')","('FOOD', 'POSITIVE', 'Essen')","('SERVICE', 'POSITIVE', 'Personal')",,,,,,,,,,,,,
237,"Das Ambiente ist charmant, das Essen köstlich und das Personal freundlich.",,,,,,,,,,,,,,,,
238,Das Ambiente ist natürlich besonders.,"('AMBIENCE', 'POSITIVE', 'Ambiente')",,,,,,,,,,,,,,,
239,Das Ambiente ist natürlich besonders.,,,,,,,,,,,,,,,,
240,"Das Ambiente ist ok, aber für die Preislage nichts Besonderes.","('PRICE', 'NEUTRAL', 'Preislage')","('AMBIENCE', 'NEUTRAL', 'Ambiente')",,,,,,,,,,,,,,
241,"Das Ambiente ist ok, aber für die Preislage nichts Besonderes.",,,,,,,,,,,,,,,,
242,Das Ambiente war dementsprechend durchschnittlich und die Umgebungsgeräusche sehr laut.,"('AMBIENCE', 'NEUTRAL', 'Ambiente')","('AMBIENCE', 'NEGATIVE', 'Umgebungsgeräusche')",,,,,,,,,,,,,,
243,Das Ambiente war dementsprechend durchschnittlich und die Umgebungsgeräusche sehr laut.,,,,,,,,,,,,,,,,
244,Das Bier im RESTAURANT_NAME ist einfach top.,"('FOOD', 'POSITIVE', 'Bier')",,,,,,,,,,,,,,,
245,Das Bier im RESTAURANT_NAME ist einfach top.,,,,,,,,,,,,,,,,
246,"Das Bier mit 3,60€/ 0,3l zu teuer.","('PRICE', 'NEGATIVE', 'Bier')",,,,,,,,,,,,,,,
247,"Das Bier mit 3,60€/ 0,3l zu teuer.",,,,,,,,,,,,,,,,
248,Das Bier schmeckt und die Köbes haben die liebenswerte witzige Art.,"('SERVICE', 'POSITIVE', 'Bier')","('SERVICE', 'POSITIVE', 'Köbes')",,,,,,,,,,,,,,
249,Das Bier schmeckt und die Köbes haben die liebenswerte witzige Art.,,,,,,,,,,,,,,,,
250,Das Brot war total altbacken und überhaupt nicht frisch.,"('FOOD', 'NEGATIVE', 'Brot')",,,,,,,,,,,,,,,
251,Das Brot war total altbacken und überhaupt nicht frisch.,,,,,,,,,,,,,,,,
252,Das Cafe ist eine Augenweide,"('GENERAL-IMPRESSION', 'POSITIVE', 'Cafe')",,,,,,,,,,,,,,,
253,Das Cafe ist eine Augenweide,,,,,,,,,,,,,,,,
254,Das Carpaccio war sehr lecker.,"('FOOD', 'POSITIVE', 'Carpaccio')",,,,,,,,,,,,,,,
255,Das Carpaccio war sehr lecker.,,,,,,,,,,,,,,,,
256,Das Eis dazu war zu dominant.,"('FOOD', 'NEGATIVE', 'Eis')",,,,,,,,,,,,,,,
257,Das Eis dazu war zu dominant.,,,,,,,,,,,,,,,,
258,Das Essen (Tapas und zwei Fleischgerichte) waren alle sehr frisch zubereitet und ausnahmslos lecker.,"('FOOD', 'POSITIVE', 'Essen')","('FOOD', 'POSITIVE', 'Tapas')","('FOOD', 'POSITIVE', 'Fleischgerichte')",,,,,,,,,,,,,
259,Das Essen (Tapas und zwei Fleischgerichte) waren alle sehr frisch zubereitet und ausnahmslos lecker.,,,,,,,,,,,,,,,,
260,Das Essen gegenüber im LOC war hervorragend.,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
261,Das Essen gegenüber im LOC war hervorragend.,,,,,,,,,,,,,,,,
262,Das Essen ist ebenfalls gut.,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
263,Das Essen ist ebenfalls gut.,,,,,,,,,,,,,,,,
264,Das Essen ist mega.,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
265,Das Essen ist mega.,,,,,,,,,,,,,,,,
266,"Das Essen ist mit sehr viel Deko streckenweise stark überlastet, was leider beim Rindertartar dazu führte, dass das Fleisch geschmacklich komplett unter Perlzwiebeln, Sauce und Sprossen unterging.","('FOOD', 'NEGATIVE', 'Deko')","('FOOD', 'NEGATIVE', 'Essen')","('FOOD', 'NEGATIVE', 'Rindertartar')",,,,,,,,,,,,,
267,"Das Essen ist mit sehr viel Deko streckenweise stark überlastet, was leider beim Rindertartar dazu führte, dass das Fleisch geschmacklich komplett unter Perlzwiebeln, Sauce und Sprossen unterging.",,,,,,,,,,,,,,,,
268,Das Essen ist okay mehr aber auch nicht.,"('FOOD', 'NEUTRAL', 'Essen')",,,,,,,,,,,,,,,
269,Das Essen ist okay mehr aber auch nicht.,,,,,,,,,,,,,,,,
270,"Das Essen ist zwar etwas teurer als sonst beim LOC, aber auch um mindestens 2 Klassen besser.","('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
271,"Das Essen ist zwar etwas teurer als sonst beim LOC, aber auch um mindestens 2 Klassen besser.",,,,,,,,,,,,,,,,
272,Das Essen schmeckte wirklich herrvorragend und das Personal war sehr aufmerksam und freundlich.,"('FOOD', 'POSITIVE', 'Essen')","('SERVICE', 'POSITIVE', 'Personal')",,,,,,,,,,,,,,
273,Das Essen schmeckte wirklich herrvorragend und das Personal war sehr aufmerksam und freundlich.,,,,,,,,,,,,,,,,
274,Das Essen und der Service war ausgesprochen gut.,"('FOOD', 'POSITIVE', 'Essen')","('SERVICE', 'POSITIVE', 'Service')",,,,,,,,,,,,,,
275,Das Essen und der Service war ausgesprochen gut.,,,,,,,,,,,,,,,,
276,Das Essen und die Bedienung ist wunderbar.,"('FOOD', 'POSITIVE', 'Essen')","('SERVICE', 'POSITIVE', 'Bedienung')",,,,,,,,,,,,,,
277,Das Essen und die Bedienung ist wunderbar.,,,,,,,,,,,,,,,,
278,Das Essen verdient das Prädikat gut.,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
279,Das Essen verdient das Prädikat gut.,,,,,,,,,,,,,,,,
280,"Das Essen war auch nur ok, für den Preis eine Frechheit.","('FOOD', 'NEUTRAL', 'Essen')","('PRICE', 'NEGATIVE', 'Essen')",,,,,,,,,,,,,,
281,"Das Essen war auch nur ok, für den Preis eine Frechheit.",,,,,,,,,,,,,,,,
282,"Das Essen war außerdem nicht warm genug, die Gambas trocken und der Lauch war alt und hart und ungenießbar.","('FOOD', 'NEGATIVE', 'Essen')","('FOOD', 'NEGATIVE', 'Gambas')","('FOOD', 'NEGATIVE', 'Lauch')",,,,,,,,,,,,,
283,"Das Essen war außerdem nicht warm genug, die Gambas trocken und der Lauch war alt und hart und ungenießbar.",,,,,,,,,,,,,,,,
284,Das Essen war bisher immer Klasse.,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
285,Das Essen war bisher immer Klasse.,,,,,,,,,,,,,,,,
286,Das Essen war ein Genuß.,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
287,Das Essen war ein Genuß.,,,,,,,,,,,,,,,,
288,Das Essen war ganz in Ordnung.,"('FOOD', 'NEUTRAL', 'Essen')",,,,,,,,,,,,,,,
289,Das Essen war ganz in Ordnung.,,,,,,,,,,,,,,,,
290,Das Essen war großartig und in guten Portionen.,"('FOOD', 'POSITIVE', 'Essen')","('FOOD', 'POSITIVE', 'Portionen')",,,,,,,,,,,,,,
291,Das Essen war großartig und in guten Portionen.,,,,,,,,,,,,,,,,
292,Das Essen war guter Standard.,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
293,Das Essen war guter Standard.,,,,,,,,,,,,,,,,
294,"Das Essen war in Ordnung, der Service Durchschnitt, der Preis mittel.","('FOOD', 'NEUTRAL', 'Essen')","('SERVICE', 'NEUTRAL', 'Service')","('PRICE', 'NEUTRAL', 'Preis')",,,,,,,,,,,,,
295,"Das Essen war in Ordnung, der Service Durchschnitt, der Preis mittel.",,,,,,,,,,,,,,,,
296,Das Essen war in Ordnung.,"('FOOD', 'NEUTRAL', 'Essen')",,,,,,,,,,,,,,,
297,Das Essen war in Ordnung.,,,,,,,,,,,,,,,,
298,"Das Essen war lecker, auch die Bedienung hat uns sehr freundlich bedient.","('FOOD', 'POSITIVE', 'Essen')","('SERVICE', 'POSITIVE', 'Bedienung')",,,,,,,,,,,,,,
299,"Das Essen war lecker, auch die Bedienung hat uns sehr freundlich bedient.",,,,,,,,,,,,,,,,
300,"Das Essen war maximal auf Burger King Niveau - das sollte allerdings für solch ein großes bekanntes Restaurant bzw. ""Café"" nicht der Anspruch sein.","('FOOD', 'NEGATIVE', 'Essen')",,,,,,,,,,,,,,,
301,"Das Essen war maximal auf Burger King Niveau - das sollte allerdings für solch ein großes bekanntes Restaurant bzw. ""Café"" nicht der Anspruch sein.",,,,,,,,,,,,,,,,
302,Das Essen war sehr gut (grosse Portionen).,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
303,Das Essen war sehr gut (grosse Portionen).,,,,,,,,,,,,,,,,
304,Das Essen war sehr gut!,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
305,Das Essen war sehr gut!,,,,,,,,,,,,,,,,
306,"Das Essen war selbstverständlich ausgezeichnet, aber meine größte Überraschung war, dass es für mich (Autofahrer) eine alkoholfreie „Wein“begleitung zum Menü gab, die der echten in nichts nachstand.","('FOOD', 'POSITIVE', 'Essen')","('FOOD', 'POSITIVE', '„Wein“begleitung')",,,,,,,,,,,,,,
307,"Das Essen war selbstverständlich ausgezeichnet, aber meine größte Überraschung war, dass es für mich (Autofahrer) eine alkoholfreie „Wein“begleitung zum Menü gab, die der echten in nichts nachstand.",,,,,,,,,,,,,,,,
308,"Das Essen war soweit in Ordnung, Standard würde ich sagen dafür aber 2-3 Euro zu teuer.","('FOOD', 'NEUTRAL', 'Essen')","('PRICE', 'NEGATIVE', 'Essen')",,,,,,,,,,,,,,
309,"Das Essen war soweit in Ordnung, Standard würde ich sagen dafür aber 2-3 Euro zu teuer.",,,,,,,,,,,,,,,,
310,Das Essen war super.,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
311,Das Essen war super.,,,,,,,,,,,,,,,,
312,"Das Essen war, wie nicht anders zu erwarten, wieder ein Gedicht.","('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
313,"Das Essen war, wie nicht anders zu erwarten, wieder ein Gedicht.",,,,,,,,,,,,,,,,
314,"Das Essen wird auf heißen Tellern serviert, ist frisch und sehr lecker.","('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
315,"Das Essen wird auf heißen Tellern serviert, ist frisch und sehr lecker.",,,,,,,,,,,,,,,,
316,Das Fleisch des Brauhaustellers war ungenießbar!,"('FOOD', 'NEGATIVE', 'Fleisch')",,,,,,,,,,,,,,,
317,Das Fleisch des Brauhaustellers war ungenießbar!,,,,,,,,,,,,,,,,
318,"Das Fleisch ist toll, die Sauce raffiniert.","('FOOD', 'POSITIVE', 'Fleisch')","('FOOD', 'POSITIVE', 'Sauce')",,,,,,,,,,,,,,
319,"Das Fleisch ist toll, die Sauce raffiniert.",,,,,,,,,,,,,,,,
320,"Das Fleisch war in Ordnung, die Bratkartoffeln waren jedoch nicht knusprig, sondern trieften vor Fett.","('FOOD', 'NEUTRAL', 'Fleisch')","('FOOD', 'NEGATIVE', 'Bratkartoffeln')",,,,,,,,,,,,,,
321,"Das Fleisch war in Ordnung, die Bratkartoffeln waren jedoch nicht knusprig, sondern trieften vor Fett.",,,,,,,,,,,,,,,,
322,"Das Fleisch war trocken, weil es fast durchgebraten war.","('FOOD', 'NEGATIVE', 'Fleisch')",,,,,,,,,,,,,,,
323,"Das Fleisch war trocken, weil es fast durchgebraten war.",,,,,,,,,,,,,,,,
324,Das Frühstück ist sehr schmackhaft und vielfältig.,"('FOOD', 'POSITIVE', 'Frühstück')",,,,,,,,,,,,,,,
325,Das Frühstück ist sehr schmackhaft und vielfältig.,,,,,,,,,,,,,,,,
326,Das Gasthaus lebt von der Atmosphäre.,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')",,,,,,,,,,,,,,,
327,Das Gasthaus lebt von der Atmosphäre.,,,,,,,,,,,,,,,,
328,Das Kartoffelgratin war ebenfalls von trockener Konsistenz.,"('FOOD', 'NEGATIVE', 'Kartoffelgratin')",,,,,,,,,,,,,,,
329,Das Kartoffelgratin war ebenfalls von trockener Konsistenz.,,,,,,,,,,,,,,,,
330,Das LOC ist ein Haus mit Tradition (seit 1765) und damit für jeden Dresden-Besucher ein absolutes Muss.,"('GENERAL-IMPRESSION', 'POSITIVE', 'LOC')",,,,,,,,,,,,,,,
331,Das LOC ist ein Haus mit Tradition (seit 1765) und damit für jeden Dresden-Besucher ein absolutes Muss.,,,,,,,,,,,,,,,,
332,Das LOC ist sicherlich eines der besten in LOC.,"('GENERAL-IMPRESSION', 'POSITIVE', 'LOC')",,,,,,,,,,,,,,,
333,Das LOC ist sicherlich eines der besten in LOC.,,,,,,,,,,,,,,,,
334,"Das LOC schmeckte sehr gut, die hausgemachten Spätzle exzellent.","('FOOD', 'POSITIVE', 'LOC')","('FOOD', 'POSITIVE', 'Spätzle')",,,,,,,,,,,,,,
335,"Das LOC schmeckte sehr gut, die hausgemachten Spätzle exzellent.",,,,,,,,,,,,,,,,
336,"Das LOC verbrannt,ungenießbar.","('FOOD', 'NEGATIVE', 'LOC')",,,,,,,,,,,,,,,
337,"Das LOC verbrannt,ungenießbar.",,,,,,,,,,,,,,,,
338,"Das LOC war kalt, daher zäh und komplett versalzen.","('FOOD', 'NEGATIVE', 'LOC')",,,,,,,,,,,,,,,
339,"Das LOC war kalt, daher zäh und komplett versalzen.",,,,,,,,,,,,,,,,
340,"Das Lokal war trotz Wochenende wirklich schlecht besucht, so hoch wie ich die Preise in Erinnerung hatte, waren sie aber gar nicht.","('PRICE', 'NEUTRAL', 'Preise')",,,,,,,,,,,,,,,
341,"Das Lokal war trotz Wochenende wirklich schlecht besucht, so hoch wie ich die Preise in Erinnerung hatte, waren sie aber gar nicht.",,,,,,,,,,,,,,,,
342,Das Personal - drei Personen- diskutierte lautstark eigene Probleme und saß dabei phasenweise mit dem Rücken zu den wenigen Gästen an einem Tisch.,"('SERVICE', 'NEGATIVE', 'Personal')",,,,,,,,,,,,,,,
343,Das Personal - drei Personen- diskutierte lautstark eigene Probleme und saß dabei phasenweise mit dem Rücken zu den wenigen Gästen an einem Tisch.,,,,,,,,,,,,,,,,
344,Das Personal freundlich.,"('SERVICE', 'POSITIVE', 'Personal')",,,,,,,,,,,,,,,
345,Das Personal freundlich.,,,,,,,,,,,,,,,,
346,"Das Personal ist kompetent, aber auch hier geht es dem Restaurantbetreiber wohl inzwischen mehr um die Gewinn Maximierung, als um die Zufriedenheit der verwöhnten Gästen.","('SERVICE', 'POSITIVE', 'Personal')","('SERVICE', 'NEGATIVE', 'Restaurantbetreiber')","('PRICE', 'NEGATIVE', 'Gewinn Maximierung')",,,,,,,,,,,,,
347,"Das Personal ist kompetent, aber auch hier geht es dem Restaurantbetreiber wohl inzwischen mehr um die Gewinn Maximierung, als um die Zufriedenheit der verwöhnten Gästen.",,,,,,,,,,,,,,,,
348,Das Personal ist leicht arrogant und nicht besonders freundlich.,"('SERVICE', 'NEGATIVE', 'Personal')",,,,,,,,,,,,,,,
349,Das Personal ist leicht arrogant und nicht besonders freundlich.,,,,,,,,,,,,,,,,
350,"Das Personal ist nur aufgesetzt freundlich, das Essen Durchschnitt, die Speisenauswahl wenig attraktiv.","('FOOD', 'NEUTRAL', 'Essen')","('FOOD', 'NEGATIVE', 'Speisenauswahl')","('SERVICE', 'NEGATIVE', 'Personal')",,,,,,,,,,,,,
351,"Das Personal ist nur aufgesetzt freundlich, das Essen Durchschnitt, die Speisenauswahl wenig attraktiv.",,,,,,,,,,,,,,,,
352,Das Personal ist sehr nett und freundlich.,"('SERVICE', 'POSITIVE', 'Personal')",,,,,,,,,,,,,,,
353,Das Personal ist sehr nett und freundlich.,,,,,,,,,,,,,,,,
354,"Das Personal sehr nett und aufmerksam, größtenteils viel jünger als wir.","('SERVICE', 'POSITIVE', 'Personal')",,,,,,,,,,,,,,,
355,"Das Personal sehr nett und aufmerksam, größtenteils viel jünger als wir.",,,,,,,,,,,,,,,,
356,"Das Personal war entspannt und freundlich und das Interieur genau so, wie wir es erhofft hatten.","('SERVICE', 'POSITIVE', 'Personal')","('AMBIENCE', 'POSITIVE', 'Interieur')",,,,,,,,,,,,,,
357,"Das Personal war entspannt und freundlich und das Interieur genau so, wie wir es erhofft hatten.",,,,,,,,,,,,,,,,
358,Das Personal war extrem gehetzt und relativ kurz angebunden.,"('SERVICE', 'NEGATIVE', 'Personal')",,,,,,,,,,,,,,,
359,Das Personal war extrem gehetzt und relativ kurz angebunden.,,,,,,,,,,,,,,,,
360,Das Personal war herzlich und aufmerksam.,"('SERVICE', 'POSITIVE', 'Personal')",,,,,,,,,,,,,,,
361,Das Personal war herzlich und aufmerksam.,,,,,,,,,,,,,,,,
362,Das Personal war sehr freundlich und aufmerksam.,"('SERVICE', 'POSITIVE', 'Personal')",,,,,,,,,,,,,,,
363,Das Personal war sehr freundlich und aufmerksam.,,,,,,,,,,,,,,,,
364,Das Personal war sehr freundlich.,"('SERVICE', 'POSITIVE', 'Personal')",,,,,,,,,,,,,,,
365,Das Personal war sehr freundlich.,,,,,,,,,,,,,,,,
366,Das Preis- Leistungsverhältnis ist für die LOC eher günstig.,"('PRICE', 'POSITIVE', 'Preis- Leistungsverhältnis')",,,,,,,,,,,,,,,
367,Das Preis- Leistungsverhältnis ist für die LOC eher günstig.,,,,,,,,,,,,,,,,
368,Das Preis-Leistungsverhältnis nach unserem Empfinden nicht in Ordnung.,"('PRICE', 'NEGATIVE', 'Preis-Leistungsverhältnis')",,,,,,,,,,,,,,,
369,Das Preis-Leistungsverhältnis nach unserem Empfinden nicht in Ordnung.,,,,,,,,,,,,,,,,
370,Das Restaurant bietet für jeden Geschmack etwas.,"('FOOD', 'POSITIVE', 'Geschmack')",,,,,,,,,,,,,,,
371,Das Restaurant bietet für jeden Geschmack etwas.,,,,,,,,,,,,,,,,
372,"Das Restaurant ist laut, der Kellner hatte schlechte Laune und das Essen war mittelmässig.","('AMBIENCE', 'NEGATIVE', 'Restaurant')","('SERVICE', 'NEGATIVE', 'Kellner')","('FOOD', 'NEUTRAL', 'Essen')",,,,,,,,,,,,,
373,"Das Restaurant ist laut, der Kellner hatte schlechte Laune und das Essen war mittelmässig.",,,,,,,,,,,,,,,,
374,"Das Restaurant ist sehr zentral gelegen, gerade beim LOC.","('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')",,,,,,,,,,,,,,,
375,"Das Restaurant ist sehr zentral gelegen, gerade beim LOC.",,,,,,,,,,,,,,,,
376,Das Schnitzel (zwei längliche Schnitzelstücke) war von Form und Beschaffenheit der Panade ein Convenient-Produkt.,"('FOOD', 'NEGATIVE', 'Schnitzel')","('FOOD', 'NEGATIVE', 'Schnitzelstücke')",,,,,,,,,,,,,,
